1,234.816,,CustomerID,Max of INVOICE DATE,Count of InvoiceNo,Sum of Total sales,days since,days_sincetoday,RSCORE,F SCORE,M SCORE,RFM SCORE,,,,,,,,
,,,16883,40699,38,276.73,187,4715,1,3,1,131,,,,,,,,
,,,16884,40849,26,429.84,37,4565,3,3,2,332,,,,,,,,
,,,16885,40871,101,471.51,15,4543,4,2,2,422,,,,,,,,
,,,16887,40851,37,194.88,35,4563,3,3,1,331,,,,,,,,
,,,16889,40692,135,1578.67,194,4722,1,1,3,113,,,,,,,,
,,,16891,40885,203,809.7,1,4529,4,1,3,413,,,,,,,,
,,,16892,40885,101,496.84,1,4529,4,2,2,422,,,,,,,,
,,,16893,40520,45,145.93,366,4894,1,2,1,121,,,,,,,,
,,,16895,40822,69,219.14,64,4592,2,2,1,221,,,,,,,,
,,,16897,40587,44,213.03,299,4827,1,2,1,121,,,,,,,,
,,,16898,40860,163,444.46,26,4554,3,1,2,312,,,,,,,,
,,,16899,40879,125,1281.56,7,4535,4,1,3,413,,,,,,,,
,,,16900,40870,82,187.69,16,4544,4,2,1,421,,,,,,,,
,,,16902,40770,44,1706.88,116,4644,2,2,4,224,,,,,,,,
,,,16903,40857,60,373.24,29,4557,3,2,2,322,,,,,,,,
,,,16904,40882,710,3754.27,4,4532,4,1,4,414,,,,,,,,
,,,16905,40881,209,3085.48,5,4533,4,1,4,414,,,,,,,,
,,,16906,40805,93,579.77,81,4609,2,2,2,222,,,,,,,,
,,,16907,40857,151,981.65,29,4557,3,1,3,313,,,,,,,,
,,,16909,40814,19,364.14,72,4600,2,3,2,232,,,,,,,,
,,,16910,40882,547,1510.06,4,4532,4,1,3,413,,,,,,,,
,,,16912,40858,105,2528.67,28,4556,3,1,4,314,,,,,,,,
,,,16913,40596,8,113.44,290,4818,1,4,1,141,,,,,,,,
,,,16914,40850,38,208.46,36,4564,3,3,1,331,,,,,,,,
,,,16915,40877,57,621.68,9,4537,4,2,2,422,,,,,,,,
,,,16916,40863,143,576.26,23,4551,3,1,2,312,,,,,,,,
,,,16917,40610,9,391.52,276,4804,1,4,2,142,,,,,,,,
,,,16918,40837,130,1043.34,49,4577,3,1,3,313,,,,,,,,
,,,16919,40730,327,2596.45,156,4684,1,1,4,114,,,,,,,,
,,,16921,40825,60,169.79,61,4589,2,2,1,221,,,,,,,,
,,,16923,40874,696,6666.83,12,4540,4,1,4,414,,,,,,,,
,,,16924,40865,89,739.5,21,4549,3,2,3,323,,,,,,,,
,,,16926,40515,14,230.25,371,4899,1,4,1,141,,,,,,,,
,,,16927,40771,6,543.05,115,4643,2,4,2,242,,,,,,,,
,,,16928,40806,213,2781.5,80,4608,2,1,4,214,,,,,,,,
,,,16929,40883,77,1295.39,3,4531,4,2,3,423,,,,,,,,
,,,16930,40860,54,380.55,26,4554,3,2,2,322,,,,,,,,
,,,16931,40881,898,4604.22,5,4533,4,1,4,414,,,,,,,,
,,,16932,40833,53,161.94,53,4581,2,2,1,221,,,,,,,,
,,,16933,40885,49,530.08,1,4529,4,2,2,422,,,,,,,,
,,,16934,40832,62,950.93,54,4582,2,2,3,223,,,,,,,,
,,,16936,40861,57,262.68,25,4553,3,2,1,321,,,,,,,,
,,,16938,40878,242,1903.13,8,4536,4,1,4,414,,,,,,,,
,,,16940,40834,305,3049.88,52,4580,2,1,4,214,,,,,,,,
,,,16942,40874,283,1894.11,12,4540,4,1,4,414,,,,,,,,
,,,16943,40675,33,816.73,211,4739,1,3,3,133,,,,,,,,
,,,16945,40865,249,4345.5,21,4549,3,1,4,314,,,,,,,,
,,,16947,40651,21,406.48,235,4763,1,3,2,132,,,,,,,,
,,,16948,40748,19,435.02,138,4666,2,3,2,232,,,,,,,,
,,,16949,40883,61,1161.27,3,4531,4,2,3,423,,,,,,,,
,,,16950,40830,42,1178.56,56,4584,2,2,3,223,,,,,,,,
,,,16951,40752,87,1262.75,134,4662,2,2,3,223,,,,,,,,
,,,16952,40777,16,167.61,109,4637,2,4,1,241,,,,,,,,
,,,16953,40856,1,20.8,30,4558,3,4,1,341,,,,,,,,
,,,16954,40886,54,2085.08,0,4528,4,2,4,424,,,,,,,,
,,,16955,40702,26,493.67,184,4712,1,3,2,132,,,,,,,,
,,,16956,40869,18,292.34,17,4545,3,3,1,331,,,,,,,,
,,,16957,40647,16,416.64,239,4767,1,4,2,142,,,,,,,,
,,,16959,40799,7,117.35,87,4615,2,4,1,241,,,,,,,,
,,,16960,40848,101,507.05,38,4566,3,2,2,322,,,,,,,,
,,,16961,40770,14,234.17,116,4644,2,4,1,241,,,,,,,,
,,,16963,40699,7,110.55,187,4715,1,4,1,141,,,,,,,,
,,,16965,40660,26,201.19,226,4754,1,3,1,131,,,,,,,,
,,,16966,40878,31,2148.47,8,4536,4,3,4,434,,,,,,,,
,,,16967,40697,21,319.02,189,4717,1,3,2,132,,,,,,,,
,,,16968,40882,31,439.43,4,4532,4,3,2,432,,,,,,,,
,,,16969,40847,42,650.41,39,4567,3,2,3,323,,,,,,,,
,,,16971,40848,42,232.21,38,4566,3,2,1,321,,,,,,,,
,,,16976,40619,2,251.52,267,4795,1,4,1,141,,,,,,,,
,,,16978,40809,39,344.33,77,4605,2,3,2,232,,,,,,,,
,,,16979,40883,91,1809.05,3,4531,4,2,4,424,,,,,,,,
,,,16980,40631,87,1078.96,255,4783,1,2,3,123,,,,,,,,
,,,16982,40826,22,384.06,60,4588,2,3,2,232,,,,,,,,
,,,16983,40874,149,1920.2,12,4540,4,1,4,414,,,,,,,,
,,,16984,40798,418,4392.42,88,4616,2,1,4,214,,,,,,,,
,,,16985,40869,121,5461.62,17,4545,3,1,4,314,,,,,,,,
,,,16986,40857,3,1873.2,29,4557,3,4,4,344,,,,,,,,
,,,16987,40883,129,1625.05,3,4531,4,1,4,414,,,,,,,,
,,,16988,40881,7,126.12,5,4533,4,4,1,441,,,,,,,,
,,,16989,40879,12,1133.25,7,4535,4,4,3,443,,,,,,,,
,,,16990,40668,1,179,218,4746,1,4,1,141,,,,,,,,
,,,16992,40876,95,1601.86,10,4538,4,2,3,423,,,,,,,,
,,,16995,,1,-1.25,40886,45414,1,4,1,141,,,,,,,,
,,,16996,40856,41,1427.46,30,4558,3,3,3,333,,,,,,,,
,,,16997,40598,12,702,288,4816,1,4,3,143,,,,,,,,
,,,16998,40737,6,287.02,149,4677,1,4,1,141,,,,,,,,
,,,16999,40863,23,484.82,23,4551,3,3,2,332,,,,,,,,
,,,17001,40886,169,3989.57,0,4528,4,1,4,414,,,,,,,,
,,,17002,40801,50,1487.78,85,4613,2,2,3,223,,,,,,,,
,,,17004,40840,44,1412.94,46,4574,3,2,3,323,,,,,,,,
,,,17006,40882,44,781.78,4,4532,4,2,3,423,,,,,,,,
,,,17007,40836,53,877.43,50,4578,3,2,3,323,,,,,,,,
,,,17010,40868,12,185.46,18,4546,3,4,1,341,,,,,,,,
,,,17011,40856,15,270.9,30,4558,3,4,1,341,,,,,,,,
,,,17014,40878,75,565.58,8,4536,4,2,2,422,,,,,,,,
,,,17015,40858,217,1842.56,28,4556,3,1,4,314,,,,,,,,
,,,17017,40884,268,8574.11,2,4530,4,1,4,414,,,,,,,,
,,,17018,40846,16,920.1,40,4568,3,4,3,343,,,,,,,,
,,,17019,40875,234,1272.61,11,4539,4,1,3,413,,,,,,,,
,,,17022,40855,7,71,31,4559,3,4,1,341,,,,,,,,
,,,17024,40841,3,95.85,45,4573,3,4,1,341,,,,,,,,
,,,17025,40826,9,357.77,60,4588,2,4,2,242,,,,,,,,
,,,17026,40701,4,154.83,185,4713,1,4,1,141,,,,,,,,
,,,17027,40808,155,848.59,78,4606,2,1,3,213,,,,,,,,
,,,17029,40776,2,716,110,4638,2,4,3,243,,,,,,,,
,,,17030,40823,11,146.87,63,4591,2,4,1,241,,,,,,,,
,,,17031,40875,22,380.35,11,4539,4,3,2,432,,,,,,,,
,,,17033,40800,28,1030.14,86,4614,2,3,3,233,,,,,,,,
,,,17034,40870,32,734.57,16,4544,4,3,3,433,,,,,,,,
,,,17035,40641,32,388.33,245,4773,1,3,2,132,,,,,,,,
,,,17037,40799,77,1253.22,87,4615,2,2,3,223,,,,,,,,
,,,17038,40856,22,112.4,30,4558,3,3,1,331,,,,,,,,
,,,17040,40749,15,449.73,137,4665,2,4,2,242,,,,,,,,
,,,17041,40860,71,1065.77,26,4554,3,2,3,323,,,,,,,,
,,,17042,40884,98,1044.38,2,4530,4,2,3,423,,,,,,,,
,,,17043,40854,102,1735.18,32,4560,3,1,4,314,,,,,,,,
,,,17044,40861,10,897.43,25,4553,3,4,3,343,,,,,,,,
,,,17045,40773,22,339.44,113,4641,2,3,2,232,,,,,,,,
,,,17046,40729,22,642.02,157,4685,1,3,2,132,,,,,,,,
,,,17047,40801,65,1100.9,85,4613,2,2,3,223,,,,,,,,
,,,17048,40769,48,864.32,117,4645,2,2,3,223,,,,,,,,
,,,17049,40884,322,5594.78,2,4530,4,1,4,414,,,,,,,,
,,,17050,40790,316,3228.84,96,4624,2,1,4,214,,,,,,,,
,,,17051,40692,43,247.14,194,4722,1,2,1,121,,,,,,,,
,,,17052,40858,92,413.75,28,4556,3,2,2,322,,,,,,,,
,,,17053,40756,14,496.38,130,4658,2,4,2,242,,,,,,,,
,,,17054,40858,84,1353.83,28,4556,3,2,3,323,,,,,,,,
,,,17058,40805,62,1179.89,81,4609,2,2,3,223,,,,,,,,
,,,17059,40857,516,3095.04,29,4557,3,1,4,314,,,,,,,,
,,,17060,40620,5,234.24,266,4794,1,4,1,141,,,,,,,,
,,,17061,40813,101,5116.13,73,4601,2,2,4,224,,,,,,,,
,,,17062,40573,71,534.47,313,4841,1,2,2,122,,,,,,,,
,,,17063,40865,82,1421.59,21,4549,3,2,3,323,,,,,,,,
,,,17064,40828,62,859.35,58,4586,2,2,3,223,,,,,,,,
,,,17065,,1,-112.35,40886,45414,1,4,1,141,,,,,,,,
,,,17068,40874,297,4531.34,12,4540,4,1,4,414,,,,,,,,
,,,17069,40858,154,2655.22,28,4556,3,1,4,314,,,,,,,,
,,,17070,40772,64,312.14,114,4642,2,2,2,222,,,,,,,,
,,,17071,40858,148,2385.48,28,4556,3,1,4,314,,,,,,,,
,,,17073,40869,174,1446.09,17,4545,3,1,3,313,,,,,,,,
,,,17075,40869,80,813.77,17,4545,3,2,3,323,,,,,,,,
,,,17076,40850,25,841.08,36,4564,3,3,3,333,,,,,,,,
,,,17078,40850,28,378.2,36,4564,3,3,2,332,,,,,,,,
,,,17079,40808,2,118.8,78,4606,2,4,1,241,,,,,,,,
,,,17080,40864,9,285.5,22,4550,3,4,1,341,,,,,,,,
,,,17081,40861,64,290.16,25,4553,3,2,1,321,,,,,,,,
,,,17082,40853,81,2003.85,33,4561,3,2,4,324,,,,,,,,
,,,17083,40777,52,1405.78,109,4637,2,2,3,223,,,,,,,,
,,,17084,40851,162,2949.75,35,4563,3,1,4,314,,,,,,,,
,,,17085,40763,189,1555.05,123,4651,2,1,3,213,,,,,,,,
,,,17086,40879,96,2050.08,7,4535,4,2,4,424,,,,,,,,
,,,17088,40858,115,1991.01,28,4556,3,1,4,314,,,,,,,,
,,,17090,40882,64,2041.85,4,4532,4,2,4,424,,,,,,,,
,,,17091,40884,198,3802.81,2,4530,4,1,4,414,,,,,,,,
,,,17092,40836,125,1777.78,50,4578,3,1,4,314,,,,,,,,
,,,17094,40564,15,270.2,322,4850,1,4,1,141,,,,,,,,
,,,17095,40864,77,1088.2,22,4550,3,2,3,323,,,,,,,,
,,,17096,40871,52,992.68,15,4543,4,2,3,423,,,,,,,,
,,,17097,40884,213,937.92,2,4530,4,1,3,413,,,,,,,,
,,,17100,40868,65,971.74,18,4546,3,2,3,323,,,,,,,,
,,,17101,40876,42,1621.73,10,4538,4,2,4,424,,,,,,,,
,,,17102,40625,1,25.5,261,4789,1,4,1,141,,,,,,,,
,,,17105,40727,90,665.78,159,4687,1,2,3,123,,,,,,,,
,,,17107,40853,421,10380.43,33,4561,3,1,4,314,,,,,,,,
,,,17109,40857,121,869.68,29,4557,3,1,3,313,,,,,,,,
,,,17110,40721,12,163.3,165,4693,1,4,1,141,,,,,,,,
,,,17111,40839,30,248.61,47,4575,3,3,1,331,,,,,,,,
,,,17114,40881,135,747.22,5,4533,4,1,3,413,,,,,,,,
,,,17115,40878,43,806.9,8,4536,4,2,3,423,,,,,,,,
,,,17117,40598,9,116.2,288,4816,1,4,1,141,,,,,,,,
,,,17118,40569,10,157.02,317,4845,1,4,1,141,,,,,,,,
,,,17119,40883,38,593.61,3,4531,4,3,2,432,,,,,,,,
,,,17120,40653,18,307.46,233,4761,1,3,2,132,,,,,,,,
,,,17122,40767,7,138.32,119,4647,2,4,1,241,,,,,,,,
,,,17123,40725,9,345.3,161,4689,1,4,2,142,,,,,,,,
,,,17124,40701,32,298.89,185,4713,1,3,2,132,,,,,,,,
,,,17125,40836,40,259.35,50,4578,3,3,1,331,,,,,,,,
,,,17126,40734,262,991.85,152,4680,1,1,3,113,,,,,,,,
,,,17128,40552,14,157.09,334,4862,1,4,1,141,,,,,,,,
,,,17131,40881,134,2463.17,5,4533,4,1,4,414,,,,,,,,
,,,17133,40871,27,4892.24,15,4543,4,3,4,434,,,,,,,,
,,,17134,40780,24,425,106,4634,2,3,2,232,,,,,,,,
,,,17135,40870,52,1139.73,16,4544,4,2,3,423,,,,,,,,
,,,17138,40611,24,380.5,275,4803,1,3,2,132,,,,,,,,
,,,17139,40871,487,10585.57,15,4543,4,1,4,414,,,,,,,,
,,,17140,40639,20,465.32,247,4775,1,3,2,132,,,,,,,,
,,,17142,40647,15,579,239,4767,1,4,2,142,,,,,,,,
,,,17144,40885,48,984.57,1,4529,4,2,3,423,,,,,,,,
,,,17146,40781,35,749.78,105,4633,2,3,3,233,,,,,,,,
,,,17147,40864,85,1679.64,22,4550,3,2,4,324,,,,,,,,
,,,17148,40835,9,124.88,51,4579,2,4,1,241,,,,,,,,
,,,17152,40692,16,1503.5,194,4722,1,4,3,143,,,,,,,,
,,,17153,40862,14,213.78,24,4552,3,4,1,341,,,,,,,,
,,,17154,40811,23,329.34,75,4603,2,3,2,232,,,,,,,,
,,,17155,40869,20,251.7,17,4545,3,3,1,331,,,,,,,,
,,,17157,40879,15,306.55,7,4535,4,4,2,442,,,,,,,,
,,,17158,40854,67,1266.97,32,4560,3,2,3,323,,,,,,,,
,,,17159,40865,102,1534.73,21,4549,3,1,3,313,,,,,,,,
,,,17160,40855,229,3518.03,31,4559,3,1,4,314,,,,,,,,
,,,17162,40858,105,1707.21,28,4556,3,1,4,314,,,,,,,,
,,,17163,40865,5,293.1,21,4549,3,4,1,341,,,,,,,,
,,,17164,40854,145,2466.4,32,4560,3,1,4,314,,,,,,,,
,,,17165,40602,10,158.68,284,4812,1,4,1,141,,,,,,,,
,,,17166,40848,14,189.49,38,4566,3,4,1,341,,,,,,,,
,,,17169,40829,60,816.88,57,4585,2,2,3,223,,,,,,,,
,,,17171,40597,16,224.91,289,4817,1,4,1,141,,,,,,,,
,,,17172,40808,16,313.26,78,4606,2,4,2,242,,,,,,,,
,,,17173,40881,87,3755.65,5,4533,4,2,4,424,,,,,,,,
,,,17174,40669,4,59.9,217,4745,1,4,1,141,,,,,,,,
,,,17175,40842,64,1430.94,44,4572,3,2,3,323,,,,,,,,
,,,17176,40685,15,306.13,201,4729,1,4,2,142,,,,,,,,
,,,17179,40708,80,711.79,178,4706,1,2,3,123,,,,,,,,
,,,17180,40830,131,780.38,56,4584,2,1,3,213,,,,,,,,
,,,17181,40829,23,239.92,57,4585,2,3,1,231,,,,,,,,
,,,17183,40879,76,3286.91,7,4535,4,2,4,424,,,,,,,,
,,,17186,40840,2,144,46,4574,3,4,1,341,,,,,,,,
,,,17187,40660,10,203.95,226,4754,1,4,1,141,,,,,,,,
,,,17188,40875,89,2275.58,11,4539,4,2,4,424,,,,,,,,
,,,17189,40780,61,384.4,106,4634,2,2,2,222,,,,,,,,
,,,17190,40828,20,249.74,58,4586,2,3,1,231,,,,,,,,
,,,17191,40858,237,2095.13,28,4556,3,1,4,314,,,,,,,,
,,,17193,40851,35,1674.46,35,4563,3,3,4,334,,,,,,,,
,,,17194,40613,29,262.62,273,4801,1,3,1,131,,,,,,,,
,,,17197,40857,29,1013.01,29,4557,3,3,3,333,,,,,,,,
,,,17198,40863,96,692.22,23,4551,3,2,3,323,,,,,,,,
,,,17201,40833,40,342.63,53,4581,2,3,2,232,,,,,,,,
,,,17203,40851,152,3563.85,35,4563,3,1,4,314,,,,,,,,
,,,17204,40711,67,1352.91,175,4703,1,2,3,123,,,,,,,,
,,,17205,40833,13,384.08,53,4581,2,4,2,242,,,,,,,,
,,,17206,40833,7,204.24,53,4581,2,4,1,241,,,,,,,,
,,,17211,40860,213,2299.67,26,4554,3,1,4,314,,,,,,,,
,,,17212,40633,4,226.85,253,4781,1,4,1,141,,,,,,,,
,,,17213,40846,164,2741.08,40,4568,3,1,4,314,,,,,,,,
,,,17214,40826,104,984.12,60,4588,2,1,3,213,,,,,,,,
,,,17217,40652,9,113.5,234,4762,1,4,1,141,,,,,,,,
,,,17218,40882,274,1960.72,4,4532,4,1,4,414,,,,,,,,
,,,17219,40855,25,114.23,31,4559,3,3,1,331,,,,,,,,
,,,17220,40862,472,3198.25,24,4552,3,1,4,314,,,,,,,,
,,,17221,40879,63,335.13,7,4535,4,2,2,422,,,,,,,,
,,,17222,40821,28,354.15,65,4593,2,3,2,232,,,,,,,,
,,,17223,40576,49,426.79,310,4838,1,2,2,122,,,,,,,,
,,,17226,40578,21,393.49,308,4836,1,3,2,132,,,,,,,,
,,,17227,40868,47,939.32,18,4546,3,2,3,323,,,,,,,,
,,,17228,40871,208,1906.09,15,4543,4,1,4,414,,,,,,,,
,,,17229,40790,47,318.76,96,4624,2,2,2,222,,,,,,,,
,,,17230,40622,73,3466.67,264,4792,1,2,4,124,,,,,,,,
,,,17231,40874,546,3127.82,12,4540,4,1,4,414,,,,,,,,
,,,17232,40884,36,421.52,2,4530,4,3,2,432,,,,,,,,
,,,17233,40851,25,190.88,35,4563,3,3,1,331,,,,,,,,
,,,17234,40704,14,149.89,182,4710,1,4,1,141,,,,,,,,
,,,17235,40861,29,550.06,25,4553,3,3,2,332,,,,,,,,
,,,17236,40874,105,916.13,12,4540,4,1,3,413,,,,,,,,
,,,17237,40875,19,314.69,11,4539,4,3,2,432,,,,,,,,
,,,17238,40884,566,3744.65,2,4530,4,1,4,414,,,,,,,,
,,,17239,40574,16,379.95,312,4840,1,4,2,142,,,,,,,,
,,,17242,40778,40,1135.04,108,4636,2,3,3,233,,,,,,,,
,,,17243,40885,407,8628.55,1,4529,4,1,4,414,,,,,,,,
,,,17244,40833,31,954.9,53,4581,2,3,3,233,,,,,,,,
,,,17245,40682,9,171.45,204,4732,1,4,1,141,,,,,,,,
,,,17247,40871,55,282.19,15,4543,4,2,1,421,,,,,,,,
,,,17248,40766,69,318.65,120,4648,2,2,2,222,,,,,,,,
,,,17250,40883,57,384.52,3,4531,4,2,2,422,,,,,,,,
,,,17251,40524,39,283.28,362,4890,1,3,1,131,,,,,,,,
,,,17252,40770,87,353.86,116,4644,2,2,2,222,,,,,,,,
,,,17253,40868,18,178.26,18,4546,3,3,1,331,,,,,,,,
,,,17254,40882,112,272.44,4,4532,4,1,1,411,,,,,,,,
,,,17255,40846,78,298.41,40,4568,3,2,2,322,,,,,,,,
,,,17256,40779,16,240,107,4635,2,4,1,241,,,,,,,,
,,,17259,40738,124,603.37,148,4676,1,1,2,112,,,,,,,,
,,,17262,40834,12,1253.36,52,4580,2,4,3,243,,,,,,,,
,,,17263,40678,23,63.44,208,4736,1,3,1,131,,,,,,,,
,,,17265,40748,127,562.9,138,4666,2,1,2,212,,,,,,,,
,,,17266,40884,80,310.64,2,4530,4,2,2,422,,,,,,,,
,,,17267,40759,38,317.62,127,4655,2,3,2,232,,,,,,,,
,,,17268,40779,6,763.64,107,4635,2,4,3,243,,,,,,,,
,,,17272,40844,116,2144.53,42,4570,3,1,4,314,,,,,,,,
,,,17274,40851,27,111.98,35,4563,3,3,1,331,,,,,,,,
,,,17277,40659,69,1065.35,227,4755,1,2,3,123,,,,,,,,
,,,17278,40645,15,246.04,241,4769,1,4,1,141,,,,,,,,
,,,17279,40829,9,187.83,57,4585,2,4,1,241,,,,,,,,
,,,17282,40756,94,1703.41,130,4658,2,2,4,224,,,,,,,,
,,,17284,40826,294,1641.68,60,4588,2,1,4,214,,,,,,,,
,,,17286,40865,45,153.92,21,4549,3,2,1,321,,,,,,,,
,,,17287,40860,124,1064.11,26,4554,3,1,3,313,,,,,,,,
,,,17288,40877,142,1419.73,9,4537,4,1,3,413,,,,,,,,
,,,17289,40855,112,936.16,31,4559,3,1,3,313,,,,,,,,
,,,17290,40883,102,525.24,3,4531,4,1,2,412,,,,,,,,
,,,17291,40578,1,550.8,308,4836,1,4,2,142,,,,,,,,
,,,17293,40878,135,1875.11,8,4536,4,1,4,414,,,,,,,,
,,,17295,40858,69,556.95,28,4556,3,2,2,322,,,,,,,,
,,,17297,40869,51,131.78,17,4545,3,2,1,321,,,,,,,,
,,,17298,40785,30,498.42,101,4629,2,3,2,232,,,,,,,,
,,,17299,40875,57,669.11,11,4539,4,2,3,423,,,,,,,,
,,,17301,40865,66,197.63,21,4549,3,2,1,321,,,,,,,,
,,,17302,40872,81,1119.93,14,4542,4,2,3,423,,,,,,,,
,,,17303,40525,53,250.04,361,4889,1,2,1,121,,,,,,,,
,,,17306,40876,69,8600.73,10,4538,4,2,4,424,,,,,,,,
,,,17307,,1,-152.64,40886,45414,1,4,1,141,,,,,,,,
,,,17309,40791,12,82.75,95,4623,2,4,1,241,,,,,,,,
,,,17311,40808,55,1384.85,78,4606,2,2,3,223,,,,,,,,
,,,17312,40748,14,644.3,138,4666,2,4,2,242,,,,,,,,
,,,17313,40855,28,2288.13,31,4559,3,3,4,334,,,,,,,,
,,,17314,40862,136,2514.76,24,4552,3,1,4,314,,,,,,,,
,,,17315,40885,487,6204.46,1,4529,4,1,4,414,,,,,,,,
,,,17317,40840,11,2524.02,46,4574,3,4,4,344,,,,,,,,
,,,17320,40786,73,1200.62,100,4628,2,2,3,223,,,,,,,,
,,,17321,40878,107,700.86,8,4536,4,1,3,413,,,,,,,,
,,,17323,40871,204,908.99,15,4543,4,1,3,413,,,,,,,,
,,,17324,40869,50,990.23,17,4545,3,2,3,323,,,,,,,,
,,,17325,40606,6,96.8,280,4808,1,4,1,141,,,,,,,,
,,,17329,40872,33,523.11,14,4542,4,3,2,432,,,,,,,,
,,,17330,40864,6,363.9,22,4550,3,4,2,342,,,,,,,,
,,,17331,40763,1,175.2,123,4651,2,4,1,241,,,,,,,,
,,,17333,40801,28,494.25,85,4613,2,3,2,232,,,,,,,,
,,,17334,40584,12,306.6,302,4830,1,4,2,142,,,,,,,,
,,,17337,40735,548,1944.32,151,4679,1,1,4,114,,,,,,,,
,,,17338,40869,757,6612.18,17,4545,3,1,4,314,,,,,,,,
,,,17339,40792,9,243.36,94,4622,2,4,1,241,,,,,,,,
,,,17340,40857,424,11891.18,29,4557,3,1,4,314,,,,,,,,
,,,17341,40730,183,781.36,156,4684,1,1,3,113,,,,,,,,
,,,17343,40531,17,193.64,355,4883,1,3,1,131,,,,,,,,
,,,17344,40840,32,160.57,46,4574,3,3,1,331,,,,,,,,
,,,17345,40871,87,537.74,15,4543,4,2,2,422,,,,,,,,
,,,17346,40883,503,2611.58,3,4531,4,1,4,414,,,,,,,,
,,,17347,40800,1,228.96,86,4614,2,4,1,241,,,,,,,,
,,,17348,40872,215,1159.52,14,4542,4,1,3,413,,,,,,,,
,,,17349,40707,9,110.75,179,4707,1,4,1,141,,,,,,,,
,,,17350,40878,72,1256.19,8,4536,4,2,3,423,,,,,,,,
,,,17351,40850,27,587.15,36,4564,3,3,2,332,,,,,,,,
,,,17353,40757,8,1740,129,4657,2,4,4,244,,,,,,,,
,,,17354,40836,16,1393.06,50,4578,3,4,3,343,,,,,,,,
,,,17356,40575,19,178.22,311,4839,1,3,1,131,,,,,,,,
,,,17357,40862,45,388.14,24,4552,3,2,2,322,,,,,,,,
,,,17358,40583,59,365.85,303,4831,1,2,2,122,,,,,,,,
,,,17359,40875,15,127.86,11,4539,4,4,1,441,,,,,,,,
,,,17360,40869,132,585.79,17,4545,3,1,2,312,,,,,,,,
,,,17361,40837,29,488.2,49,4577,3,3,2,332,,,,,,,,
,,,17362,40647,35,312.23,239,4767,1,3,2,132,,,,,,,,
,,,17364,40886,414,4455.73,0,4528,4,1,4,414,,,,,,,,
,,,17365,40874,468,4801.56,12,4540,4,1,4,414,,,,,,,,
,,,17367,40648,34,168.4,238,4766,1,3,1,131,,,,,,,,
,,,17368,40863,128,1349.52,23,4551,3,1,3,313,,,,,,,,
,,,17370,40814,33,446.18,72,4600,2,3,2,232,,,,,,,,
,,,17371,40869,87,423.89,17,4545,3,2,2,322,,,,,,,,
,,,17372,40846,253,1342.68,40,4568,3,1,3,313,,,,,,,,
,,,17373,40846,57,646.92,40,4568,3,2,2,322,,,,,,,,
,,,17374,40668,28,495.77,218,4746,1,3,2,132,,,,,,,,
,,,17375,40687,71,372.5,199,4727,1,2,2,122,,,,,,,,
,,,17376,40816,24,203.2,70,4598,2,3,1,231,,,,,,,,
,,,17377,40863,419,3925.92,23,4551,3,1,4,314,,,,,,,,
,,,17379,40875,83,404.66,11,4539,4,2,2,422,,,,,,,,
,,,17381,40878,110,20272.43,8,4536,4,1,4,414,,,,,,,,
,,,17382,40821,2,65.4,65,4593,2,4,1,241,,,,,,,,
,,,17383,40882,51,199.29,4,4532,4,2,1,421,,,,,,,,
,,,17384,40867,15,336.4,19,4547,3,4,2,342,,,,,,,,
,,,17385,40872,47,261.11,14,4542,4,2,1,421,,,,,,,,
,,,17386,40879,28,2686.42,7,4535,4,3,4,434,,,,,,,,
,,,17387,40867,78,784.11,19,4547,3,2,3,323,,,,,,,,
,,,17388,40809,15,1259.56,77,4605,2,4,3,243,,,,,,,,
,,,17389,40886,224,31300.08,0,4528,4,1,4,414,,,,,,,,
,,,17391,40723,3,508.8,163,4691,1,4,2,142,,,,,,,,
,,,17392,40580,62,457.91,306,4834,1,2,2,122,,,,,,,,
,,,17394,40667,4,203.87,219,4747,1,4,1,141,,,,,,,,
,,,17396,40847,27,7330.8,39,4567,3,3,4,334,,,,,,,,
,,,17397,40864,92,696.41,22,4550,3,2,3,323,,,,,,,,
,,,17398,40772,38,653.38,114,4642,2,3,3,233,,,,,,,,
,,,17400,40760,213,2129.96,126,4654,2,1,4,214,,,,,,,,
,,,17402,40882,59,2633.85,4,4532,4,2,4,424,,,,,,,,
,,,17403,40850,33,281.62,36,4564,3,3,1,331,,,,,,,,
,,,17404,40882,201,30300.82,4,4532,4,1,4,414,,,,,,,,
,,,17405,40885,94,967.22,1,4529,4,2,3,423,,,,,,,,
,,,17406,40553,116,1928.72,333,4861,1,1,4,114,,,,,,,,
,,,17408,40723,2,32.65,163,4691,1,4,1,141,,,,,,,,
,,,17409,40702,13,771.85,184,4712,1,4,3,143,,,,,,,,
,,,17410,40870,64,1214.72,16,4544,4,2,3,423,,,,,,,,
,,,17411,40874,43,748.94,12,4540,4,2,3,423,,,,,,,,
,,,17412,40884,66,1258.06,2,4530,4,2,3,423,,,,,,,,
,,,17414,40843,6,778,43,4571,3,4,3,343,,,,,,,,
,,,17415,40807,14,507.84,79,4607,2,4,2,242,,,,,,,,
,,,17416,40857,271,6838.34,29,4557,3,1,4,314,,,,,,,,
,,,17418,40844,30,463.46,42,4570,3,3,2,332,,,,,,,,
,,,17419,40875,208,4200.97,11,4539,4,1,4,414,,,,,,,,
,,,17420,40836,30,598.83,50,4578,3,3,2,332,,,,,,,,
